first_name,last_name,location,linkedin,email,current_title_and_company,prior_title_and_company,school_and_degree,climate_interest_reason,created_at,status,internal_notes
Jun,Robinson,Los Angeles,https://linkedin.com/in/junrobinson,jun.robinson@yahoo.com,Product Manager (non-technical),Software Engineer at Consulting Firm,NYU - Marketing,Just curious about the startup scene.,2026-01-22T09:09:19Z,accepted,Student exploring.
Ben,Davis,Seattle,https://linkedin.com/in/bendavis,ben2042@outlook.com,Chief of Staff at Stealth,,Harvard - Economics,I’ve scaled operations at startups and want to understand hardware-heavy climate companies.,2026-02-09T13:28:47Z,accepted,
Taylor,Stewart,,,taylorstewart@protonmail.com,Recruiter @ Shopify,,MIT - Engineering,Exploring whether climate companies hire differently.,2026-01-06T18:22:25Z,applied,
Valeria,Moore,NYC,https://linkedin.com/in/valeriamoore,valeria.moore@protonmail.com,Backend Engineer @ Coinbase,Angel Investor at Consulting Firm,State University - Business,Curious whether distributed systems problems show up in climate infra.,2026-01-27T08:22:14Z,confirmed,
Sam,Thomas,IL,,sam.thomas@outlook.com,University,Chief of Staff @ Stealth,MIT - Engineering,I want to meet interesting people.,2026-01-06T10:46:20Z,accepted,
Yuki,Campbell,USA,https://linkedin.com/in/yukicampbell,ycampbell@gmail.com,Marketing Manager at Amazon,,NYU - Marketing,Considering building something but still ideating.,2026-02-02T14:38:32Z,confirmed,VC attendee.
Keiko,Robinson,Miami,https://linkedin.com/in/keikorobinson,keiko2047@yahoo.com,CTO at VC Fund,,NYU - Marketing,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-02-13T06:46:09Z,applied,
Aisha,Parker,Miami,https://linkedin.com/in/aishaparker,aishaparker@yahoo.com,Amazon,,Cambridge - Engineering,Considering building something but still ideating.,2026-02-22T20:31:01Z,accepted,
Chloe,Moore,MA,,chloe.moore@outlook.com,Operations Manager @ Stealth,,NYU - Marketing,Curious about supply chain and deployment challenges in climate.,2026-01-27T23:58:29Z,declined,
Riley,Phillips,CA,,riley2050@outlook.com,AI Researcher,,High School Senior,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-02-13T00:44:14Z,confirmed,Likely strong founder.
Theo,Chen,Miami,,tchen@gmail.com,MBA Candidate @ Shopify,,Cambridge - Engineering,Just curious about the startup scene.,2026-01-01T03:24:26Z,accepted,Likely strong founder.
Ethan,Lee,CA,https://linkedin.com/in/ethanlee,ethan2052@gmail.com,Operations Manager,,Oxford - PPE,Curious about supply chain and deployment challenges in climate.,2026-02-13T13:46:34Z,applied,
Marcus,Hernandez,New York,https://linkedin.com/in/marcushernandez,mhernandez@yahoo.com,Product Manager (non-technical) @ Consulting Firm,,Oxford - PPE,Just curious about the startup scene.,2026-01-02T22:07:34Z,applied,Student exploring.
Rahul,Hill,CO,https://linkedin.com/in/rahulhill,rahulhill@yahoo.com,Technical Co-founder at Coinbase,Full Stack Engineer @ University,Oxford - PPE,Curious whether distributed systems problems show up in climate infra.,2026-02-15T05:41:25Z,applied,Operator profile.
Leo,Johnson,Chicago,https://linkedin.com/in/leojohnson,leojohnson@outlook.com,Startup Founder (exploring) at Family Office,CTO at Stealth,MIT - Engineering,Exploring whether climate is a space worth committing to.,2026-02-09T16:30:55Z,applied,
Lucas,Stewart,Paris,https://linkedin.com/in/lucasstewart,lucas.stewart@gmail.com,Venture Associate,Stealth,State University - Business,"Honestly, I just like meeting founders and seeing what people are building.",2026-02-04T02:27:23Z,accepted,
Casey,Nguyen,Austin TX,https://linkedin.com/in/caseynguyen,caseynguyen@gmail.com,MBA Candidate @ University,Software Engineer,Community College,Exploring whether climate is a space worth committing to.,2026-01-27T07:54:19Z,applied,
Tariq,Collins,Canada,https://linkedin.com/in/tariqcollins,tariq2058@gmail.com,AI Researcher,,High School Senior,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-14T01:48:19Z,accepted,
Ava,Gonzalez,Denver,https://linkedin.com/in/avagonzalez,avagonzalez@protonmail.com,Backend Engineer,Backend Engineer @ University,,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-12T03:45:52Z,applied,
Morgan,Hall,USA,,morgan2060@yahoo.com,Full Stack Engineer @ Shopify,CTO,High School Senior,Curious whether distributed systems problems show up in climate infra.,2026-01-20T18:24:21Z,applied,
Yuki,Mitchell,Canada,,yuki.mitchell@yahoo.com,Community Lead at Self-employed,Marketing Manager @ Microsoft,High School Senior,Mostly here to learn and see what people are working on.,2026-02-19T19:45:17Z,applied,
Jordan,Allen,Paris,https://linkedin.com/in/jordanallen,jordan.allen@outlook.com,Angel Investor @ Airbnb,,Community College,I heard there would be good snacks and interesting conversations.,2026-01-31T05:31:34Z,applied,
Mateo,Brown,New York,https://linkedin.com/in/mateobrown,mateo2063@yahoo.com,Community Lead @ Stealth,Backend Engineer @ Google,NYU - Marketing,Just curious about the startup scene.,2026-02-18T11:57:54Z,applied,Probably not serious.
Lucas,Gonzalez,,,lucas2064@gmail.com,Chief of Staff,CTO at University,MIT - Engineering,"Not sure yet, just checking out the ecosystem.",2026-01-11T13:36:54Z,applied,Probably not serious.
Jun,Wright,Remote,https://linkedin.com/in/junwright,jun.wright@protonmail.com,Venture Associate @ Coinbase,,Harvard - Economics,"Honestly, I just like meeting founders and seeing what people are building.",2026-02-10T04:07:25Z,confirmed,
Sofia,Martinez,Toronto,https://linkedin.com/in/sofiamartinez,smartinez@yahoo.com,Backend Engineer at Nonprofit,Operations Manager at Microsoft,State University - Business,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-27T18:30:31Z,applied,
Amir,Hernandez,Miami,https://linkedin.com/in/amirhernandez,amirhernandez@yahoo.com,CTO @ Family Office,,,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-01-10T05:49:30Z,applied,
Zoe,Nelson,Canada,,zoenelson@gmail.com,Software Engineer at Stealth,MBA Candidate @ Family Office,State University - Business,I'm a technical founder exploring climate SaaS opportunities.,2026-02-13T05:47:41Z,applied,
Casey,Collins,TX,https://linkedin.com/in/caseycollins,casey2069@outlook.com,MBA Candidate at Microsoft,Chief of Staff,Stanford - CS,Exploring whether climate is a space worth committing to.,2026-01-24T14:40:22Z,accepted,
Jordan,Wright,MA,https://linkedin.com/in/jordanwright,jwright@outlook.com,Student at Nonprofit,,Oxford - PPE,I don't have a concrete idea yet but want exposure.,2026-01-04T10:36:46Z,applied,Student exploring.
Fatima,Perez,Berlin,https://linkedin.com/in/fatimaperez,fperez@yahoo.com,Product Manager (non-technical) at Self-employed,AI Researcher @ Microsoft,Cambridge - Engineering,Considering building something but still ideating.,2026-02-16T15:44:28Z,confirmed,
Eli,Wilson,London,https://linkedin.com/in/eliwilson,eli.wilson@protonmail.com,Operations Manager at Family Office,,High School Senior,I don't have a concrete idea yet but want exposure.,2026-02-14T23:49:34Z,applied,
Jun,Wilson,Chicago,https://linkedin.com/in/junwilson,jwilson@protonmail.com,AI Researcher @ Stripe,Talent Lead @ Amazon,State University - Business,Curious whether distributed systems problems show up in climate infra.,2026-02-22T03:19:12Z,declined,
Noah,Turner,Canada,https://linkedin.com/in/noahturner,noahturner@yahoo.com,Self-employed,Venture Associate at Nonprofit,High School Senior,I'm exploring startup careers and curious about climate.,2026-01-03T15:59:17Z,declined,
Camila,Lewis,Boston,,camila.lewis@gmail.com,ML Engineer,Angel Investor,Stanford - CS,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-02-10T16:20:41Z,accepted,VC attendee.
Hannah,Brown,Bay Area,https://linkedin.com/in/hannahbrown,hannahbrown@outlook.com,Chief of Staff at University,Backend Engineer @ Coinbase,High School Senior,Mostly here to learn and see what people are working on.,2026-01-13T06:59:19Z,applied,
Grace,Scott,Berlin,https://linkedin.com/in/gracescott,grace.scott@yahoo.com,Recruiter at University,,Harvard - Economics,Looking to build relationships with founders who will need early hires.,2026-02-02T14:34:12Z,applied,Operator profile.
Jordan,Adams,LA,https://linkedin.com/in/jordanadams,jordanadams@outlook.com,Community Lead @ Stripe,Recruiter,Stanford - CS,I want to meet interesting people.,2026-01-11T06:12:36Z,accepted,Likely strong founder.
Isabella,Young,Austin TX,https://linkedin.com/in/isabellayoung,isabella.young@protonmail.com,Policy Analyst at Self-employed,Backend Engineer @ Coinbase,Community College,Just curious about the startup scene.,2026-01-03T02:14:55Z,applied,
Sienna,Moore,TX,,sienna.moore@protonmail.com,Community Lead @ Self-employed,Nonprofit,Oxford - PPE,Considering building something but still ideating.,2026-01-05T17:30:22Z,applied,Student exploring.
Sophia,Walker,"San Francisco, CA",https://linkedin.com/in/sophiawalker,sophia.walker@yahoo.com,MBA Candidate @ Family Office,Angel Investor @ University,Community College,I want to meet interesting people.,2026-02-22T15:14:18Z,confirmed,VC attendee.
Adam,Hall,USA,https://linkedin.com/in/adamhall,adamhall@protonmail.com,AI Researcher at Stripe,Talent Lead,UCLA - Design,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-24T05:49:46Z,applied,
Marcus,Wright,Remote,https://linkedin.com/in/marcuswright,mwright@yahoo.com,Full Stack Engineer at Early-stage startup,,NYU - Marketing,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-01T16:40:29Z,applied,Probably not serious.
Emma,Nelson,TX,https://linkedin.com/in/emmanelson,emma.nelson@protonmail.com,Data Scientist @ Airbnb,Venture Associate @ Amazon,Community College,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-02-02T18:30:43Z,accepted,VC attendee.
Camila,Adams,Los Angeles,https://linkedin.com/in/camilaadams,camila2085@protonmail.com,Backend Engineer @ Stripe,Technical Co-founder at Coinbase,Cambridge - Engineering,Curious whether distributed systems problems show up in climate infra.,2026-02-06T15:23:31Z,confirmed,Student exploring.
Fatima,Singh,Miami,https://linkedin.com/in/fatimasingh,fatima2086@outlook.com,MBA Candidate at Google,Technical Co-founder @ University,UCLA - Design,Considering building something but still ideating.,2026-01-14T21:19:49Z,applied,
Taylor,Hernandez,Los Angeles,https://linkedin.com/in/taylorhernandez,taylor.hernandez@gmail.com,Startup Founder (exploring) @ Family Office,,Stanford - CS,Exploring whether climate is a space worth committing to.,2026-02-01T13:06:32Z,applied,
Priya,Nelson,USA,,priya.nelson@protonmail.com,Operations Manager,Sales Director,Cambridge - Engineering,Exploring operator roles in mission-driven startups.,2026-01-02T00:13:06Z,applied,
Lucas,Collins,SF,https://linkedin.com/in/lucascollins,lcollins@protonmail.com,Sales Director at Coinbase,Early-stage startup,Stanford - CS,I want to meet interesting people.,2026-01-12T05:08:20Z,applied,
Ben,Torres,IL,,ben.torres@protonmail.com,Community Lead @ Self-employed,Operations Manager,High School Senior,Trying to figure out if climate tech is where I should build my career.,2026-02-20T08:39:10Z,declined,
Lily,King,SF,https://linkedin.com/in/lilyking,lking@yahoo.com,University,Venture Associate @ Early-stage startup,Community College,Just curious about the startup scene.,2026-01-19T23:13:53Z,applied,
Adam,Edwards,Denver,https://linkedin.com/in/adamedwards,aedwards@yahoo.com,Software Engineer at University,Business Development at Coinbase,Stanford - CS,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-02-19T04:38:36Z,declined,
Hannah,Mitchell,LA,,hannah.mitchell@yahoo.com,CTO @ Amazon,,MIT - Engineering,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-02-07T08:40:48Z,accepted,
Eli,Collins,MA,,ecollins@yahoo.com,Community Lead at Google,Recruiter @ University,High School Senior,I'm exploring startup careers and curious about climate.,2026-01-06T13:31:53Z,applied,
Fatima,Chen,Canada,https://linkedin.com/in/fatimachen,fchen@gmail.com,Venture Associate at Microsoft,Product Manager (non-technical) @ Stealth,Oxford - PPE,I invest in early-stage startups and want to meet serious technical climate founders.,2026-01-04T03:27:16Z,applied,
Liam,Mehta,Berlin,,lmehta@gmail.com,Microsoft,Microsoft,NYU - Marketing,I want to meet interesting people.,2026-01-06T04:21:42Z,applied,
Olivia,Carter,Toronto,https://linkedin.com/in/oliviacarter,oliviacarter@protonmail.com,Airbnb,,High School Senior,I don't have a concrete idea yet but want exposure.,2026-02-21T01:09:31Z,confirmed,
Casey,Martin,CO,https://linkedin.com/in/caseymartin,casey2098@protonmail.com,Startup Founder (exploring) at VC Fund,,NYU - Marketing,I want to meet interesting people.,2026-01-03T16:23:08Z,applied,
Isabella,Kim,USA,https://linkedin.com/in/isabellakim,isabella2099@yahoo.com,Recruiter at Self-employed,Product Manager (non-technical) @ Shopify,,Exploring whether climate companies hire differently.,2026-02-10T12:42:10Z,applied,
Ethan,Perez,Seattle,https://linkedin.com/in/ethanperez,ethan2100@outlook.com,MBA Candidate at Nonprofit,,Harvard - Economics,Considering building something but still ideating.,2026-02-22T05:57:28Z,accepted,Likely strong founder.
Claire,Ramirez,NYC,https://linkedin.com/in/claireramirez,claire2101@protonmail.com,Chief of Staff at University,,Cambridge - Engineering,I’ve scaled operations at startups and want to understand hardware-heavy climate companies.,2026-02-03T03:12:27Z,applied,
Yuki,Edwards,Denver,https://linkedin.com/in/yukiedwards,yuki2102@gmail.com,Amazon,,State University - Business,Just curious about the startup scene.,2026-01-17T02:39:23Z,applied,
Amir,Nelson,Miami,https://linkedin.com/in/amirnelson,amir2103@outlook.com,Talent Lead,,Community College,Exploring whether climate companies hire differently.,2026-02-03T14:40:48Z,accepted,
Ava,Moore,Berlin,,ava2104@gmail.com,Recruiter @ Stealth,Operations Manager at University,Oxford - PPE,Just expanding my network.,2026-02-05T20:45:50Z,accepted,
Chloe,Perez,London,,chloe2105@gmail.com,Airbnb,Nonprofit,State University - Business,Just curious about the startup scene.,2026-01-29T00:30:26Z,confirmed,
Grace,Martin,Denver,https://linkedin.com/in/gracemartin,gmartin@gmail.com,Product Manager (non-technical) @ Stealth,Recruiter at Shopify,UCLA - Design,I want to meet interesting people.,2026-02-01T00:01:52Z,accepted,
Amir,Carter,LA,https://linkedin.com/in/amircarter,acarter@protonmail.com,Full Stack Engineer at University,Recruiter at Self-employed,Community College,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-02-05T16:00:25Z,applied,
Isabella,Stewart,SF,https://linkedin.com/in/isabellastewart,isabella.stewart@gmail.com,Full Stack Engineer,,State University - Business,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-01-19T21:49:10Z,accepted,
Maya,Hernandez,London,https://linkedin.com/in/mayahernandez,mhernandez@gmail.com,CTO at Nonprofit,AI Researcher @ VC Fund,NYU - Marketing,I'm a technical founder exploring climate SaaS opportunities.,2026-01-31T05:50:25Z,applied,
Tariq,Clark,"San Francisco, CA",https://linkedin.com/in/tariqclark,tariqclark@protonmail.com,Chief of Staff at Nonprofit,Amazon,,I’ve scaled operations at startups and want to understand hardware-heavy climate companies.,2026-02-05T08:44:11Z,confirmed,
